"","Target","PIDGene","InteractionType","Group","InPID"
"740","E2F4","POLE2","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"741","E2F1","POLE2","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"742","NFIC","POLE2","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"743","STAT2","SP110","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"744","E2F1","SP110","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"745","STAT1","SP110","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"746","ETV6","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"747","CCND2","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"748","CEBPA","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"749","MAPK14","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"750","CHI3L1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"751","OSM","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"752","USP7","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"753","IL6","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"754","PTPRD","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"755","STAT1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"756","VIP","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"757","PKM","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"758","MITF","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"759","HSPB1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"760","ESR2","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"761","DUSP22","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"762","PTPRG","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"763","FGFR4","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"764","ATF1","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"765","CCND1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"766","CFB","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"767","ICAM1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"768","SRC","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"769","FCGR1A","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"770","RELA","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"771","HMOX1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"772","SAA1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"773","BCL2L1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"774","GFAP","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"775","TP53","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"776","PIM1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"777","S100A11","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"778","TCF7L2","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"779","TRH","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"780","ZFP36","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"781","IGF1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"782","TP53","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"783","ATF3","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"784","EGFR","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"785","SOCS1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"786","PPP1CA","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"787","FGFR3","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"788","LTBP1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"789","BCL2","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"790","REG1A","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"791","MAP3K1","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"792","IFNAR1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"793","CDK5","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"794","CRP","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"795","CCND3","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"796","MCL1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"797","JAK1","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"798","BIRC5","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"799","PTTG1IP","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"800","COPS5","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"801","CDK4","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"802","MYH9","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"803","MMP3","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"804","IL6ST","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"805","CDKN1A","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"806","IRAK1","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"807","JAK2","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"808","PRKCD","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"809","MAPK8","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"810","CISH","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"811","PRF1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"812","CREB1","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"813","CSRP1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"814","MTOR","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"815","RORA","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"816","RPS6KA5","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"817","TAL1","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"818","IL2RA","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"819","VEGFB","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"820","A2M","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"821","PTPRR","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"822","AKAP13","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"823","GLIS3","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"824","SPI1","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"825","LBP","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"826","MAPK3","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"827","SOCS3","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"828","KLF11","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"829","BIRC3","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"830","MUC4","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"831","PRKCE","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"832","HCK","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"833","MTHFD1L","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"834","NNMT","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"835","RNLS","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"836","CCL2","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"837","TIMP1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"838","PTGS2","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"839","PTPN1","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"840","CD274","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"841","MUC1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"842","EPAS1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"843","HAMP","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"844","MYD88","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"845","MAPK9","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"846","ROR1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"847","PTPN2","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"848","IL10","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"849","PTPN13","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"850","IL21","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"851","NOX5","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"852","STAT1","STAT3","PIDGeneIsTranscribed","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"853","CYP19A1","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"854","FAS","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"855","PGF","STAT3","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"856","NLK","STAT3","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"857","BCL6","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"858","PIM1","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"859","SRC","STAT5B","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"860","CCND1","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"861","EGFR","STAT5B","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"862","IL4R","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"863","CCND3","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"864","CEL","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"865","WIPF1","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"866","PTK6","STAT5B","PIDGeneIsPTMSubstrate","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"867","BCL2","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"868","MUC1","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"869","IFNG","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"870","PRF1","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"871","ESR2","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"872","IGF1","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"873","OSM","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"874","IL2RA","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
"875","FCGR1A","STAT5B","PIDGeneIsTF","Table 2 Combined immunodeficiencies with associated or syndromic features",TRUE
